she likes wine,is qinab kicna,,,,
hold on,qambal,,,,
the soup is cold,muxuuxuga xabca,,,,
i will go on ahead,Anu fooca fanah gexeyyo,,,,
you may not come in,atu amaate waytam bictah,,,,
were in third place,Sidoc haytoh aracal suge,,,,
why doesnt zain talk,Zayin macah mayaaba,,,,
dont be angry,Maceeritin,,,,
the bird flew away,kimbiro wonnah haadde.,,,,
i must do it now,Anu abam faxximta hinna,,,,
i have asked everybody,Anu kulli num essere.,,,,
we must find it,gorrisnam faxximta.,,,,
push the button,adranto gutuq,,,,
leave me alone,dubuk yoo cab,,,,
he must be innocent,usug currik yan num yakkem faxximta.,,,,
am i alone here,Anu akkel dubuk an,,,,
lets live here,akkel waaray,,,,
i had like a beer,anu biira luk suge,,,,
its pretty simple,tah kaxxam sahlinih,,,,
thats a blue house,woh kuclin qari,,,,
there was music,gad suge,,,,
i take it back,Anu wadirih beeyyo,,,,
wheres zains stuff,zayinih duyye ankel tan,,,,
she looks very sick,is kaxxam lakmisam celta,,,,
they ruined my life,oson yi mano finqisen,,,,
zain denied the rumor,zayin cami cineh,,,,
my son is not a snob,Yi baxi snob hinna,,,,
i am harvesting wheat,Anu sirray gaaboyseh an.,,,,
i am building a wall,Anu gidaar xisak geytima,,,,
she smiled,is musuyya inte,,,,
weve tried that,nanu woh gibbaneh,,,,
its far from here,ah akkek xeerih,,,,
he has guts,usug ulqi le,,,,
i cant stop you,Anu koo soolisam maduuda,,,,
he gave up cigarettes,usug sigaara cabeh,,,,
dont open your book,isi kitab mafakin,,,,
that was very funny,woh kaxxam rufto luk sugte,,,,
you are irresistible,Atu Sadi waytam,,,,
zains annoyed,Zayin bakcarriteh,,,,
we chartered a bus,nanu baasak kibne,,,,
we are not amused,nanu ruffa edde mana,,,,
zain is wicked,Zayin umaane,,,,
grief drove her mad,rooka tet cabboyseh,,,,
why are you at home,Buxal macah taniih.,,,,
what do you remember,maca kassittaah,,,,
i had a flu shot,anu goson aftabu liyo,,,,
i love my plants,Anu inni coox kiciyyoh,,,,
you seem stressed,atu kikkaaqittam celta,,,,
is zain ill,zayin biyaakiteh,,,,
you are cantankerous,atu qammaxxag lito,,,,
swimming is my hobby,Giirisiyya yok ossotinah uddur,,,,
i enjoy reading,Anu kawsaanam ruffa yoo hayta,,,,
she surprised me,is yoo cakkumsuteh,,,,
he will be here soon,usug xayuk akkele,,,,
wheres zain today,Zayin asaaku ankel yaniih,,,,
i can live with that,Anu wohul waaram duudah,,,,
zain is an art dealer,zayin fanni yaylammi,,,,
i feel terrible today,Anu asaaku meysi yoh yantaabbe,,,,
they stayed friends,oson kataysiisih sugen,,,,
he is a tough cookie,usug gibdi alayso,,,,
it was a blow to us,toh neh diggaluk sugte,,,,
i never doubted that,Anu wohul inkinnah mawaagisa,,,,
i like pizza,Anu pizza kiciyyoh,,,,
this is pointless,tah maqna mali,,,,
please send my breakfast in my room,Ku maganak yi qeero kalo yi qarih rub.,,,,
zain is shopping,Zayin qadaaga aba,,,,
i have been busy,Anu agxiteh suge,,,,
i know a shortcut,Anu ux gita aaxigeh,,,,
weve hired tom,Nanu Tom tamlisneh,,,,
i am with the fbi,Anu fbi lih an,,,,
can you read french,atu faransah af kawissam duuddaa,,,,
why did he do that,Usug woh macah abeeh,,,,
take some aspirin,dago aspiriin bey,,,,
i dont have anything,Anu tu mayyu,,,,
i want to go to italy,Anu itaaliyah gexam faxa,,,,
is he tall,usug xeeri,,,,
dont be insulted,xaafu maabina,,,,
are you out of work,Atu taamak tewqe,,,,
i met mary yesterday,anu kimal maryerit ongoorowe,,,,
i want to eat it,Anu akmem faxa,,,,
it is his decision,tah kay margaqa,,,,
i made her cry,Anu tet weeqiseh,,,,
that wasnt your job,woh ku taamak masuginna,,,,
i can do that,Anu woh abam duudah,,,,
you are wearing the shirt inside out,Atu kamis addak irol saritteh tan,,,,
we both fell asleep,Nammayak inkih xiinih,,,,
they are firing at us,oson nel yoogoren.,,,,
when should i come again,Qagitaak malqo amaatem tayseeh,,,,
its all the rage,tah inkih naqabu,,,,
i am out of here,Anu akkek ewqeh,,,,
is less than,addah,,,,
here is the address,sugmenti ah teeti,,,,
i am ok,Anu nagay an,,,,
where is it hidden,ankel qeltut taniih,,,,
ask them,ken esser,,,,
this wall feels cold,Ta gidaar xabca cusa,,,,
what did zain get,Zayin maca geeh,,,,
everybody laughed,kulli num yusuuleh,,,,
is zain with you,zayin kollih yan,,,,
zain proposed to me,Zayin yoh xayyoose,,,,
try not to worry,maceenitin gibbat,,,,
i have got nothing left,Anu ulim raqtem mayyu,,,,
wheres my ring,yi ferranto ankel tan,,,,
everybody loves it,kulli num tet kicnah,,,,
he is my type,usug yi qaynata,,,,
i love my new pets,Anu inni qusba buxah saqa kiciyyoh,,,,
its not my car,ah yi birtaali hinna,,,,
the temperature will come down tomorrow,Laqna beera oobele.,,,,
you are confusing tom,atu tom badissah,,,,
zain likes fish,Zayin kullumta kicna,,,,
i want an apple,Anu tuffaac faxa,,,,
both of you are right,nammay inkih gitat tan,,,,
there goes our bus,ni baas wokkel gexa,,,,
it must be true,Numma takkem faxximta.,,,,
i hate losing,Anu gacti niqibyoh,,,,
that was no ordinary storm,woh qaadik tan caacay hinna,,,,
the game is over,Digir gaba kaleh,,,,
i was correct,Anu gitat suge,,,,
it matters to me,ah yol faxximta,,,,
you have changed,atu milaagimteh,,,,
he looked for the key,usug maftac gorrisa,,,,
be punctual and attentive,wakti dacrisaanam kee cubbi gey,,,,
all the money is gone,Lakqo inkih bayteh.,,,,
did i miss anything,Anu uliimih maxhaxah,,,,
i wish i were wrong,Anu hoxem niyaata,,,,
this is pathetic,tah rooka,,,,
i will admit i am wrong,Anu hoxeh anim oggoleyyo,,,,
zain is rather weak,Zayin qaku le,,,,
what do we owe tom,nanu tom maca abuudnaah,,,,
we have two sons,Nanu namma baxa lino.,,,,
i want to play,Anu digram faxa,,,,
zain likes to read,Zayin kawsam kicna,,,,
you got shot tom,atu toomut rusas geyte,,,,
you are a workaholic,Atu taamah kacnoyta,,,,
are you married all,inkih digibtee,,,,
my pulse is slow,yi pulso salac le,,,,
were not done yet,taham fan maabinnon,,,,
nobody came,Wali num mayamaata.,,,,
she seems excited,is farcitem celta,,,,
she didnt answer,is magacsa,,,,
wont you sit down,Daffeytam madudda,,,,
my pen is new,yi kalam qusba,,,,
he misses his family,usug isi buxah maxhaxah,,,,
he speaks french,usug faransah afat yaaba,,,,
they crept forward,oson fooca fan gexen,,,,
you don’t seem to agree with me,atu yollih oggoltam macelta,,,,
i am on the eighth floor,anu bacarhayto raawal an,,,,
go if you can,Duddek gex,,,,
everyones watching,Kulli num wagtah.,,,,
i was in the mountains,Anu qaleelal suge.,,,,
i love this video,Anu ta yangayye muuc kiciyyoh,,,,
we count on you,nanu kol loowinna,,,,
does that help,woh koo catele,,,,
i bought an old car,Anu raagte birtaali xaameh,,,,
i forgot to ask him,Anu kaa esseram habbaale.,,,,
we will pray for you,dooqa koh abenno.,,,,
he is a filthy liar,usug wasakle dirabli,,,,
zain felt hungry,Zayin satqiteh,,,,
i am not a monster,Anu qangi hinniyo,,,,
get them out of here,akkek ken eyyeq,,,,
we got dressed,nanu saritte,,,,
i wont see you again,Anu qagitaak koo mabla,,,,
what is she like,is maca kicnaah?,,,,
i wont give in,Anu maaca,,,,
shes an angel,is malayka,,,,
i couldnt stop them,Anu ken soolisam maduudiyyo,,,,
zain was sick,Zayin biyaakitak suge,,,,
i am an old man,Anu idaltu.,,,,
i am not outgoing,Anu mawqa,,,,
is he japanese,usug Jabbaan numu,,,,
we were worried,nanu ceynitneh sugne,,,,
i know what to say,Anu axcem aaxigeh.,,,,
nobody spoke with me,Faxe num yollih mayaaba.,,,,
green suits you,inxixi koh yakke,,,,
he teaches english,usug ingiliz af barsa,,,,
this is zains car,tah Zayin birtaali,,,,
zain is early,Zayin udurrutteh,,,,
i have never loved you,Anu qigdu koo makiciyo,,,,
i think i'll come back later,Anu sarra aduureyyom akkale,,,,
zain lost his friends,Zayin isi kataysis weeh,,,,
you look fat,Atu gabul celta,,,,
its not your style,tah ku maagaxxi hinna,,,,
zain needs something,zayin tukteena faxa,,,,
i need a map,Anu karta faxa,,,,
my watch was stolen,yi saaqat garqimteh,,,,
my room key please,yi qarih fakeyna kumagan,,,,
how did zain find out,zayin mannal geeh,,,,
i need a new computer,Anu qusba kompiiter faxa,,,,
zain is a smart guy,zayin qaxmeqe numu,,,,
you may swim now,Atu away giirissam duuddah,,,,
its different,tah baxsa le,,,,
i need water,Anu lee faxa,,,,
they arent doctors,oson daylaabe hinnon,,,,
let me handle it,yoh tabbixem xic,,,,
we know each other,nanu itta naaxigeh.,,,,
jam comes in a jar,Jaam gacol addat yamaate,,,,
weve already begun,nanu naharal elle qimbisneh,,,,
i am not kidding,Anu digirih maan,,,,
don’t think about the revenge,Canê gacsih caagid macsabin,,,,
the spoon is dirty,malkaqa wasakak tan.,,,,
i am not sure why,maca kinnim masmita,,,,
this is ridiculous,tah furkacata,,,,
this isnt helping,tah cato hinna,,,,
i want my mommy,Anu yiina faxa,,,,
are you ambitious,atu fayxi litoo,,,,
you cant scare me,atu yoo mameysissam madudda,,,,
were afraid,meysiteh suge,,,,
he has no children,Usug xaylo mali,,,,
i know all of them,Anu inkih ken aaxigeh.,,,,
i cant see you,Anu koo ablem maduuda,,,,
everything changed,Kullim milaagimteh,,,,
i am sure he will come,Anu asmiteh usuk amaatelem,,,,
isnt that the truth,woh numma hinna,,,,
he may come anytime,usug faxe uddur yamaatem duudah.,,,,
i like to swim,Anu giirisam kiciyyo,,,,
she has green eyes,is anxax intiita le,,,,
what is that stain,Woo ximmo macaay,,,,
its two pounds,namma paawunxi,,,,
i feel lethargic,Anu ecla cusa,,,,
shut your mouth,isi af alif,,,,
he will wait,usug qammaalele,,,,
i am not here for that,Anu wohuh akkel maan,,,,
you do a great job,Atu kaxxa taama abte,,,,
which team will win,Manni dokon ayseleeh.,,,,
this is a fact,tah numma,,,,
zain agrees,Zayin oggoleh,,,,
dont be late,maraagin,,,,
he is a grown man,usug dadle numu,,,,
its clear,qadoh,,,,
dont be afraid,Mameysitin,,,,
zain is a madman,Zayin cabuli,,,,
its my last offer,tah yok illacaboh xayyos,,,,
is this a riddle,tah hayyeyyeeno,,,,
i am up in the attic,anu dagah exxal an,,,,
hey i know you,Nagaale anu koo aaxigeh,,,,
its a stupid policy,tah duqur poliisi,,,,
do you really like it,Atu nummaak tet kicintoo,,,,
please beat the eggs,kumagan naala atuk,,,,
he has lost face,usug fooca weeh,,,,
i saw your father,Anu ku abba ubleh,,,,
i am not ashamed,Anu mawacarriya,,,,
he led a simple life,usug sahlin manoh miraacisak suge,,,,
what is inside,Addat maca taniih,,,,
it was good news,meqe xaaguk sugte,,,,
follow tom,Toom katay,,,,
he arrived in time,usug waktil gufe,,,,
breakfast is ready,Qeerô kalo gulguluh tan,,,,
zain was laid off,Zayin taamak diiriyimeh,,,,
what is in the box,sandug addat maca taniih,,,,
zain says he is tired,Zayin usug yecleh iyye,,,,
her book is red,tet kitab qisi,,,,
fish is expensive,kullumti gaalik yan,,,,
i am eating rice now,Anu away ruddi akme,,,,
put it down,addah daffes,,,,
dont kid about that,wohuk urru maabina,,,,
you deserve better,Taysem koh taguudeh,,,,
i am okay,Anu nagay an,,,,
that isnt necessary,woh mafaxximta,,,,
hand it to him,Kaah taceem,,,,
its a good school,ah meqe barittoh buxa,,,,
i can name names,Anu migaaqitte muggaaqisam duudah,,,,
take my car,yi birtaali bey,,,,
he has a headache,usug moyya berra le,,,,
they didnt listen,oson mayabbannon,,,,
what to do,maca abtam faxximtaah?,,,,
zain is bilingual,Zayin namma af le,,,,
i didnt see him,Anu kaa maballiyo,,,,
that may be true,woh numma takkem bictah,,,,
is the bank open,Midra fakut tanii,,,,
zain seems nice,Zayin meqem ceela,,,,
wheres an atm,atm ankel yani,,,,
i want to go abroad,Anu afa baaxo gexam faxa,,,,
we depend on you,nanu kol qeksimna,,,,
is it legal,tah madqaak tanii,,,,
i want a waterbed,Anu lee qarkayto faxa,,,,
do you hate me,atu yoo niqibtoo,,,,
are you kidding,atu digirtah inna,,,,
do you want breakfast,Atu qeero kalo faxxa,,,,
he pressed his pants,usug isi caara kala xukkute,,,,
what is that bird,Woo kimbiro macaay,,,,
stay where you are,Elle anikkel idiy,,,,
the speaker is young,Yaabe furraynu.,,,,
zain is my teacher,zayin yi barseena,,,,
i tried to help her,Anu tet catam gabbateh,,,,
spanish is easy,Ispaaniyah af sahlinih,,,,
that seat is taken,woo daffeyna beenih,,,,
i will fight,Anu angiicilleyyo,,,,
i am a big fan of golf,anu kaxxa qokleyna golfi,,,,
youll need more,Atu mangom faxxa,,,,
i like coffee,Anu buna kiciyyoh,,,,
only zain knows,dubuk zayin yaaxige,,,,
i had fun doing this,Anu tah abak ruffa exce,,,,
zain vanished,Zayin bayeh,,,,
stop shouting,sahi soolis,,,,
please follow me,Ku maganak yoo katay,,,,
we have to act fast,Sissikuk taamitnam faxxinta.,,,,
i signed the contract,Anu ambalal gilimeh,,,,
i cant prove it,Anu asmitem maduuda,,,,
start the car,birtaali qimbis,,,,
keep an eye on him,inti kaal hayis,,,,
put it back,wadir daffes,,,,
what should i say,maca axcem faxximtaah.,,,,
i am exhausted,Anu eceleh an,,,,
i need to be sure,Anu asmitem faxa,,,,
he owes me one,usug tiya yoh abuuduseh yan,,,,
you are a liar,Atu dirabli,,,,
you are rich,Atu gaddaali,,,,
zain is wounded,zayin mudumme,,,,
i have plenty of time,Anu mango wakti liyo,,,,
be polite to everyone,Kulli numuh adabi tik.,,,,
its not up to me,tah yok hinna,,,,
thats the spirit,toh rooci,,,,
i am at the library,anu kitoobâ buxal an,,,,
she wants to kill me,is yoo qiddam faxxa.,,,,
everybodys different,kulli num baxsale,,,,
zain had to run,zayin ardem faxxiimak sugte,,,,
she is obstinate,is gibdih tan,,,,
it was just a slip of tongue,toh dubuk arraabak sugte,,,,
i eat lunch at 12,Anu satqâ kalo 12 akme,,,,
they must be removed,Duugumtam faxximta.,,,,
i do not want to work,Anu taamitam mafaxa,,,,
zain and i are well,Zayin kee yoo nagay nan,,,,
they want to help,oson cato faxan,,,,
wheres the museum,Daaran dagsimeena ankel yaniih,,,,
zain has blue eyes,Zayin kuclin intiita le,,,,
do you see my point,Yi ximmo tablee,,,,
zain isnt ready yet,zayin taham fan gulguluh mayana,,,,
that would be funny,woh rufto alle le,,,,
food is running out,Maaqo gaba kalteh,,,,
zain banged his knee,zayin gulubul yoogoreh,,,,
he popped the trunk,usug lagooga bakaqteh,,,,
that job paid well,woo taama meqe mekla le,,,,
clean your hands,Gaba kaqlis.,,,,
do you think i am fat,Anu gabul liyom kot celtaa,,,,
he kicked the ball,usug koqso radeh,,,,
will he be here soon,usug xayuk akkel anelee,,,,
they all knew tom,oson inkih tom yaaxigeenih,,,,
what a cute girl,mannah yan qaxmeqe baxuwwa,,,,
i had like a fork,anu malkaqah innal luk suge,,,,
i had appreciate that,Anu wohim assokooteh suge,,,,
zain will use it,Zayin edde xoqoysimele,,,,
a man must work,Num taamitam faxximta.,,,,
you only live once,Atu dubuk inki adda mannowta,,,,
we have to help tom,nanu tom catnam faxximta,,,,
zains greedy,Zayins hirfeena,,,,
use your imagination,Isi mablat doqaysim,,,,
it goes both ways,namma gita fan gexa,,,,
tom told mary that she was right,Toom Maryam is gitat taniimih warse,,,,
she won everything,is kullimiiy teyseh,,,,
is that coffee,Woh Buni,,,,
i wish zain was here,Anu Zayin akkel gacam niyaata,,,,
do something,tukteena aba.,,,,
we were both drunk,nanu nammayak inkih nooqobeh sugne.,,,,
he doesnt know yet,usug taham fan mayaaxiga,,,,
they are fools,Oson duquurah,,,,
what happened to tom,tom maca tekkeeh,,,,
he came at dawn,usug saaku yemeete,,,,
i hope you dont mind,Anu atu tuhinna qaagita,,,,
i am going to miss tom,Anu tom maxhaxeyyo,,,,
here is your dog,ah teeti ku kuti,,,,
you are just jealous,atu dubuk aysinta,,,,
i let down the rope,Anu akatta oobiseh,,,,
just wait and see,dubuk qammal wagit,,,,
how did the party go,Massoyna mannal gexxeeh,,,,
i can read your mind,Anu ku misinkaca kawsam duudah,,,,
zain is a loser,Zayin gacti,,,,
arent you in charge,atu masquuliyat hinnito,,,,
my dog is white,Yi kuti qadoh,,,,
i like horses,Anu faraswa kiciyyoh,,,,
he is my age,usug yi karmat yan,,,,
does zain like me,Zayin yoo kicnah,,,,
dont tell your dad,Ku abbah mawarsin,,,,
she became a singer,is gad abeena tekke,,,,
i never played golf,Anu golfi qigdu madigra,,,,
just try it,bas gibbat tet,,,,
i wish i could help,Anu catam niyaata,,,,
he gave it to me,usug yoh yeceeh,,,,
engage some expert cook,dago maaqoh alaysoh mihratleelah gabat agle,,,,
you are nuts,atu looz,,,,
i feel very ill,Anu kaxxam biyaakitah,,,,
do you have blankets,atu kofiyya litoo,,,,
has anybody come,Faxe num yemeete,,,,
its just a rumor,tah dubuk cami,,,,
did anyone tell tom,Tom warseh yan num,,,,
i guess the dog bites,Anu kuti arem akkale,,,,
i am sick,Anu biyaakitah,,,,
thats a relief,toh cato,,,,
his life is in danger,kay mano qawwalaylat tan.,,,,
zain saw it,zayin yubleh tet,,,,
there is no way out,mawqa giti mayan.,,,,
he talked to himself,usug isih yaabe.,,,,
my sister works at the theater,Yi maqanxa ransah aracal taamitta,,,,
she went blind,is inti maleela tekke,,,,
my son makes his bed,Yi baxi qarkayto bicse,,,,
he thrust me aside,usug tattabal yoo gutqe,,,,
give me two minutes,namma minit yoh ucuy,,,,
they are wrestlers,oson gaadule,,,,
you couldve died,Atu rabtam duuddah,,,,
zain had a bad dream,zayin uma soono luk suge,,,,
may i use the phone,Anu silkit xoqoysimam duudah,,,,
we need some privacy,nanu dagoo canka fanna,,,,
my cat is white,Yi dummu qadoh,,,,
thats more like it,woh mangom tet celta,,,,
everything is gone,Kullim bayteh.,,,,
he lent me pesos,usug pesos yoh abuuduse,,,,
i dont drink,Anu maaquba,,,,
that surprises me,toh yoo cakkumsuteh,,,,
zain wont starve,,,,,
i talked about music,Anu gad wagsiisak yaabeh,,,,
dont you play tennis,Atu tennis madigirta,,,,
why did you help me,macah yoo catteeh.,,,,
i am not afraid of you,Anu kok mameysita.,,,,
zain is a beginner,Zayin qimbô numu,,,,
zains filthy,Zayins wasaka,,,,
look up the words in your dictionary,Ku maysaqarrah addat tan qangor wagit.,,,,
clear off the table,tarbeeza duug,,,,
i have lost my bag,Anu inni santa weeh,,,,
do you trust me,yoo taaminee,,,,
its not worth much,mango caddo mali,,,,
go away or i'll break your neck,gex akkek filla kok aggileyyo.,,,,
they are busy,Oson agxet yanin,,,,
fill it up,kib tet,,,,
i built this for you,Anu tah koh xiseh,,,,
i am happy for you two,Anu sin nammayah ruffa axce,,,,
i dont like her hat,Anu tet koofiyat makiciyyo,,,,
i am dozing,Anu xiinih an,,,,
i do not mince words,Anu qangor maqambaala,,,,
we need some money,nanu dago lakqo fanna,,,,
he is in the kitchen,usug maaqo qarih addat yan,,,,
please stop,kumagan soolis,,,,
zain is safe now,Zayin away nagay yan,,,,
shes going to ooita,is ooita fan gexxa,,,,
its not a big deal,tah kaxxa caagid hinna,,,,
i know zain misses you,Anu aaxigeh Zayin koh maxhaxeh,,,,
who voted for him,iyyi kaa doorem.,,,,
i washed my hands,Anu gaba kaqliseh,,,,
i made the first move,Anu naharsi angoyya abeh,,,,
do you believe me now,Atu away yoo taaminee,,,,
you are my son,Atu yibaxa.,,,,
how bad is the pain,biyak magideh umam,,,,
zain has dark skin,Zayin data araba le,,,,
here is my bicycle,Yi baskil ah teeti,,,,
dont be so impatient,Sabri sinna makkin,,,,
i dont hate him,Anu kaa manqiba,,,,
zain sold it to me,Zayin yoh limmosseh,,,,
you will fail,Atu radetto,,,,
you could help me,atu yoo cattam duuddah,,,,
zain remained silent,zayin tibbal raaqeh,,,,
it will soon be spring,xayuk racma akkele,,,,
i started to worry,Anu ceenitam qimbiseh,,,,
i did it for him,Anu kaah abeh,,,,
did zain make you cry,zayin koo weeqiseh,,,,
i forbid you to smoke,Anu qeerisiyyak koo waasah,,,,
i stared at the man,Anu num fan wagte,,,,
it will cost me my job,yi taama yoh awqele,,,,
i had loads of fun,Anu mango rufto luk suge,,,,
how did zain respond,Zayin mannal gacseeh,,,,
they make the bed,oson qarkayto bicsan,,,,
i gave my cold to him,Anu inni xamca kaah ecee.,,,,
i truly loved her,Anu nummaak tet kiciyyoh,,,,
i am having dinner now,Anu away diraari xagah an,,,,
you look just like your older brother,Atu kok kaxxa saqal celta,,,,
when did you go,atu malqo gexxeeh,,,,
we have to tell them,keenih warisnam faxximta.,,,,
your ticket please,ku cilaale kumagan,,,,
lifes not fair,mano qadliino mali,,,,
i walked to school,Anu ellebarteenâ fanah gexe,,,,
what are you talking about,macaay edde yabtaah.,,,,
give me your address,ku guub yoh ucuy,,,,
the dog looks hungry,Kuti satqitem ceela.,,,,
i am in trouble now,Anu away taqbi addat an,,,,
maybe its a trap,Akkuleh oflo takkem bictah,,,,
he has a drug allergy,usug diwaata xaggimtam le,,,,
back off,wadir uduur,,,,
i wish youd go,Anu atu gexxam niyaata,,,,
he is not a smoker,usug qeerisa hinna.,,,,
anybody could do this,faxe num tah abam duudah,,,,
try to open the door,Albaab faktam gibbat,,,,
please come again,Ku maganak qagitaak am,,,,
i did what was right,Anu gitat tanim abeh,,,,
for god’s sake stop it,Yallih taagah soolis,,,,
this dress is cheap,Ta kamis qidoh yan,,,,
my knife is broken,yi gile tiddigilleh,,,,
lunch is on,satqâ kalo fakut tan,,,,
i was just joking,Anu dubuk digirak suge,,,,
they were both naked,oson nammayak inkih qarra luk sugen,,,,
i missed my flight,Anu yi haadiyya maxhaxeh,,,,
he stood behind me,usug yok derret sooleh,,,,
we are from france,nanu faransak nan,,,,
zain wears a ring,Zayin ferranto sarte,,,,
can i borrow,Anu abuudusam duudah,,,,
dont pick up the cat,dummu maugusin,,,,
were decisive,Faatacisen,,,,
zain is meditating,zayin dayla aba,,,,
i worked in boston,Anu Bostonul taamiteh,,,,
zain mustve left,zayin cabam faxximta,,,,
she felt like crying,is weeqam faxxa,,,,
its a family secret,tah buxâ marih sirri,,,,
i pay zain well,Anu Zayin nagay mekleh,,,,
she did it carefully,is cubbil abte,,,,
i wish i had known,Anu aaxigem niyaata,,,,
zain is very stingy,zayin kaxxam quxuysa,,,,
hello again,Nagaale qagitak,,,,
do you believe it now,Atu away teetil taaminee,,,,
let us help tom,Tom catnay,,,,
they were everywhere,oson kullikkel sugen,,,,
i will mention it,Anu tet baxxaqiseyyo,,,,
lets go out to eat,nakmuh nawqey,,,,
maybe zain can do it,Akkuleh Zayin abam duudah,,,,
his shoes are brown,kay kebella burraacinaan le,,,,
i have a theory,Anu qilmi liyo,,,,
she is kind to him,is kaah meqeh.,,,,
he isn't able to drive a car,usug birtaali saniitisam maduuda,,,,
he started singing,usug gad qimbiseh,,,,
i like your room,Anu ku qari kiciyyoh,,,,
they laughed,oson yusuuleenih,,,,
i like ice-cream,Anu barad muuqa kiciyyoh,,,,
did you bring a towel,Atu saro bahte,,,,
this is her house,tah tet qari,,,,
we met the other day,gersi ayro nongoorowe.,,,,
what time is it,Magideh saaqataay,,,,
we will go there again,tokke qagitaak geenno.,,,,
i am unusual,Anu qaada hinniyo,,,,
zains a grouch,zayins,,,,
does zain need me,zayin yoo faxa,,,,
zain bought a new car,zayin qusba birtaali xaameh,,,,
i hate shopping,Anu tellemmo niqibyoh,,,,
it was nearly noon,carra xayuk sugte,,,,
zain is hiding,zayin yommooqorreh yan,,,,
i said dont do that,Anu excem woh maabin,,,,
do you speak chinese,atu chaynah afat yabta,,,,
i like to dance,Anu godam kiciyyo,,,,
my sister is pretty,Yi maqanxa qaxa le,,,,
zain hated school,zayin baritto buxa niqbah,,,,
i shave every morning,Anu kulli maaca mooleh,,,,
they are able to sing,oson gad abaanam duudaanah.,,,,
he sat in the chair,usug korsil daffeye,,,,
why are you home,Buxal macah taniih,,,,
he has a black shirt,usug data kamis le,,,,
they are now alone,Oson away dubuk yanin,,,,
i need you,Anu koo faxah,,,,
ok i will order it,meqeh anu tet amriseyyo,,,,
go and look for tom,gexaay toom wagit,,,,
lets leave early,waqlat gennay,,,,
everyone likes her,Kulli num tet kicnah.,,,,
my mom will kill me,yiina yoo qidele,,,,
she practices the piano every day,is kulli ayro piyaano gibbata,,,,
zain is so nice,Zayin kaxxam meqe,,,,
please make the bed,kumagan qarkayto bicis,,,,
zain seemed angry,Zayin bakcarriteh,,,,
we have work to do,Nanu abnam faxximta taama lino.,,,,
i am always careful,Anu kulli wak cubbi liyo.,,,,
tell me how you feel,yoh warisey maca cusse,,,,
will you do it,atu abetto,,,,
the room was quiet,qari kacca luk suge,,,,
i hope its not true,numma akke waytam qaagita,,,,
listen all of you,inkih ankacis,,,,
i know he did it,Anu usug abem aaxigeh,,,,
i did it quickly,Anu sissikuk abeh,,,,
is it still raining,uxih rob radah inna,,,,
i don’t think if he knows it,usug yaaxigem yot macelta,,,,
where is your father,ku abba ankel yaniih,,,,
my throat feels dry,yi qunti kafteh,,,,
i almost died today,Anu asaaku rabah,,,,
what is zain reading,Zayin kawsaanam macaay,,,,
this room is cold,Ta qari xabca le,,,,
put on some clothes,dago sartan hayis,,,,
zain wanted to die,Zayin rabam faxe,,,,
zain is quite stupid,Zayin kaxxam duquru,,,,
just get to work,hununuh taama fan gexa,,,,
no one knows,Wali num mayaaxiga.,,,,
it doesnt hurt,mabiyaaka,,,,
isnt it infuriating,bakcarra hinna,,,,
is the phone ringing,silki kaaytah,,,,
don’t take it personally,cankah tet maben,,,,
i dont feel like eating anything today,asaaku tu akmem mafaxa.,,,,
i knew you were lying,Anu dirab taceem aaxaguk suge.,,,,
zain is winning,Zayin aysele,,,,
what you say is true,Atu intam numma.,,,,
zain was shot,Zayin yoogoreh,,,,
he loves soccer,usug ibi koqso kicna,,,,
youve gotten better,atu tayse,,,,
,usug fiddima xaameh,,,,
i will be back at six,anu laca saaqatah aduureyyo,,,,
call me again,Qagitaak yoh hayis,,,,
its almost october,Qunxa garabluk,,,,
i want an player,Anu digir abeynit faxa,,,,
arent you scared,atu mameysitta,,,,
cut it in half,garab fan irgiqa,,,,
zain dont die,Zayin maraba,,,,
you were perfect,Atu qigduk sugte,,,,
goodbye till tomorrow,Wadaaqat beera fan,,,,
can i sleep here,Anu akkel xiinam duudah,,,,
this bird cant fly,Ta kimbiro haaddam madudda,,,,
nobodys busy,Faxe num agxe mali,,,,
thats foolish,Toh duquru,,,,
he has a point,usug ximmo le,,,,
we have three kids,nanu sidiica baxa lino,,,,
youll get over it,atu teetik geetto,,,,
he is sure to come,usug yamaatem asmata,,,,
zain looks happy,zayin rufto ceela,,,,
leave it alone,dubuk tet cab,,,,
we need a volunteer,Nanu labbatli fanna,,,,
this isnt fun,tah rufto hinna,,,,
i just want you back,Anu dubuk koo faxa,,,,
i have to run away,Anu kudem faxximta,,,,
i require advice,Anu fayu faxa,,,,
are we just friends,nanu dubuk kataysis kinnino,,,,
she'll probably come,is amaatele,,,,
that will be funny,woh furkacat akkele,,,,
his mistake was intentional,kay qellat niyaatak suge,,,,
i am from china,Anu chaynak emeete,,,,
i am twice your age,Anu ku karmak namma adda an,,,,
zain has flat feet,zayin fidin ibaabi le,,,,
is zain ready,Zayin gulguluh yanii,,,,
he was staring at her,usug tet wagtak suge,,,,
zain is just nervous,Zayin hununuh meysittah,,,,
you frightened tom,atu toom meysitteh,,,,
my legs are hurting,Ibi yok biyaakitah.,,,,
he is deep in debt,usug mogo addat yan,,,,
i tried to tell you,Anu koh warsam gabbateh,,,,
tomll come,tomll yamaate,,,,
